Tweets,Effectiveness,Intensity,Polarity,Annotated By,Date
"Memories 😝😊
#Budget2023 #PawanKalyanOnUnstoppable #AdaniEnterprises #Taekook #MasonGreenwood #hoshi #अमृतकाल #ASIMSFASTEST15MRECORDDAY #MahaBJPUpdateDishaSITStatus #jungkook #वित्तमंत्री #REIGNINGERAOFSUMBUL #मोदीसरकार #Thalapathy67TitleReveal https://t.co/5MsSpcCFf3",,,,,
"#Budget2023
This is the golden era of women empowerment!

For the first time in the history of our country, a woman Finance Minister will present India's economic budget under the leadership of a woman President.

#ModiHaiToMumkinHai
#Budget2023
#AmritKaalBudget https://t.co/T1hV0QwmQT",,,,,
"@DainikBhaskarMP @DainikBhaskar 
@DainikBhaskarIN

Can't you afford a good CA for proof read before printing anything misleading on Front Page. 80CCD(1B) Deduction is never allowed in New Regime while you have given it in your calculation.

#budget2023 #fakenews #dainikbhaskar https://t.co/YrZyF6wZjL",,,,,
"Like the past few budgets, this one scores highly on transparency. #BudgetWithBQ #Budget2023 

Read #BQOpinion by @EconomistDK &amp; Adhish Verma.

https://t.co/4Xn4uRlLeV",,,,,
"After Hindenburg research Report, Adani Enterprises FPO fails, and Credit Suisse, Citi group ban

I found 7 similarities between Gautam Adani and Harshad Mehta.

And plz must tell your opinion about 7th number 🥲

#ADANIENT #adaniports #Budget2023 #NiramalaSitharaman https://t.co/UXnGYdnGNX",,,,,
Our Senior Fellow speaks with @nehakhanna_07 &amp; @jasperindia of @WIONews on #Budget2023. Catch the full interview here&gt;&gt; #BudgetWithCSIS https://t.co/dWFxzk84H5,,,,,
"Nice to share that ICAR-IIMR (Indian Institute of Millets Research) shall be funded to commemorate #internationalyearofmillets2023 
#Budget2023",,,,,
Incase you've any confusion on #Budget2023 - hear this. https://t.co/lGw0jzpAtb,,,,,
1. Make a budget and stick to it. Knowing where your money is going can help you find areas to cut back and prioritize savings. #Budget2023,,,,,
"One of the 7 policies in Financial Budget of Modi Govt's #Saptarshi Yojana is INFRASTRUCTURE &amp; INVESTMENT..
Which will impact differently in FY23-24. It will help to create a big boom in the economy to revive the economic cycle stalled due to Covid.
@FinMinIndia
#Budget2023",,,,,
"My latest video on budget analysis
#budget2023 #stockmarket #adanigroup https://t.co/VNPEUHtVUP",,,,,
"Budget 2023 highlights
#Budget2023 https://t.co/9tKFyYdZBx",,,,,
Few major announcements from the budget 23-24 #Budget2023 https://t.co/ZcCErHthEV,,,,,
"That time of the year when the whole nation turns economist.

#Budget2023 #BudgetSession2023 #budget2023memes https://t.co/ggF48mJSV2",,,,,
#Zeetv new show launch #Maitree #shrenuparekh #tellychugli #ViratKohli #PriyankaChaharChoudhary #Budget2023 https://t.co/X6TOvzzWxD,,,,,
"If your mood is off... Please listen this rejoicing conversation between @nsitharaman and Oppostion leaders. 

#Budget2023 #BudgetSession https://t.co/aWJZ8ECTAH",,,,,
"How does Indian govt. earn money and where does Indian govt. spend money?

Check out the infographic to know all about it!

#Budget2023 #indianrupees #governmentofindia #rupees #INDmoney https://t.co/BMMY580L5r",,,,,
"""If we want any real economic value add for India, the only route available is to increase the investment in R&amp;D, and Science and Technology, "" says our Senior Fellow @JayantKrishnaIN as he speaks with @ndtv! #Budget2023 @BudgetWithCSIS @nsitharamanoffc @nsitharaman @FinMinIndia https://t.co/0VwJNH5OzN",,,,,
O+ blood needed in CMC VELLORE URGENT @vitvellore #Budget2023,,,,,
"#CNBCTV18Exclusive | FM: We put industry upfront in any policy-making.

""The ball is always in the industry's court, you hit it first and then we respond.""

#Budget2023 https://t.co/Uv9yGl4kvJ",,,,,
"How is #Adani stock a great invt opportunity?
Pros: Solid products / services, many companies where Adani has 50 - 70% stake, Bharat #Budget2023 continued huge funds allocation to #infrastructure projects. Cons: PE is crazy high, similar to #Tesla.
#Thankyou @gautam_adani",,,,,
"#Budget2023
Old vs new tax regime.....
Old is better than new tex regime https://t.co/wJylH7Nn0E",,,,,
Fun fact of this #Budget2023 https://t.co/xyGh8YA5ex,,,,,
"⏸️But if you are a person who has MANY EXPENSES like int. on house loan, int. on edu. loan, LIC premium etc, then ONLY you can claim various deductions u/s 80C-80U.

Keep learning and Keep growing!!✨❤️
#Budget2023
#taxplanning
#financialliteracy
#learnwithHarshita (7/7)",,,,,
"See, you don't need a lot of money to get happiness. You need Pizza. Get yours today from Vinci Da Pizza.

#budget2023 #pizza #pizzatime #pizzameme #vincidapizza #pizzalover https://t.co/nrePMPQCGT",,,,,
"Listen to #WorldNews: Hotspot: News Commentary: Growth centric Budget
🔴LIVE on FM GOLD📻and News On AIR📱App from 10:30⏰PM. 📺Also on: https://t.co/VZM70FoWfE
🎙️Stay Tuned | @FinMinIndia #Budget2023 https://t.co/XdBIQwnOfV",,,,,
"Old tax vs new tax

#Budget2023 https://t.co/yBTGhTucnc",,,,,
"Budget 2023: Personal Finance Changes In A Snapshot

#budget #unionbudget #budget2023 #impact #personalfinance #changes #financialadvisor #financialadvisory #righthorizons #banglore https://t.co/ZojJfb2Jkd",,,,,
"Folks, this is great opportunity to hear from one of the best academics on employment issues in India. 
Please share widely and send your queries on #Budget2023 for Prof Ravi Srivastava and 
Details below https://t.co/Svy4kUnIMa",,,,,
"After #Budget2023 BJP supports celebrating moments....
🤔😊 https://t.co/E8MFauVG3w",,,,,
"@BJP4JnK State President Sh @ImRavinderRaina ji chaired meeting with core Budget group and had an in-depth discussion on #Budget2023 .Also appointed delegates who would take budget highlights to masses.
@blsanthosh @VanathiBJP @AshokKoul59 https://t.co/17edqJBZ5d",,,,,
"Feminist organizations play a key role in the feminist movement in Canada. Tell the federal government to #InvestInGenderEquity and renew critical capacity-building funding for feminist organizations in #Budget2023!

👉 https://t.co/tamCEJhqIx https://t.co/5EnPaIPgf6",,,,,
"Under BJP's 'Amrit Kaal', diamonds cheaper, flour expensive: Malvinder Kang on Union Budget https://t.co/PbXiRfsxqp
#MalvinderSinghKang #AAP #AamAadmiParty #Budget #Budget2023 #UnionBudget #BJP #AmritKaal #Diamonds #Flour #Punjab @KangMalvinder @AAPPunjab @AamAadmiParty",,,,,
"Budget 2023 Roast: https://t.co/UHYywgpl2R 

#Budget2023 #ajeetbhartiroast https://t.co/vcVzL2fvQU",,,,,
"AAM NAG₹IK KA BUDGET: Allocation to Major Schemes👇

➡ Faster Adoption and Manufacturing of EVs (#FAME)🚗⚡️

💠 ₹2,908 crore in 2022-23 (BE) 

💠 ₹5,172 crore in 2023-24 (BE)

#Budget2023 #UnionBudget2023 #AmritKaalBudget https://t.co/WexC9uo6H4",,,,,
"Want a quick summary of the Union Budget 2023?

Get all the highlights in our latest blog.

Click to read the whole blog,
https://t.co/JY83R00vqn

#Budget2023 #UnionBudget2023 #NirmalaSitaraman #BudgetSession",,,,,
Hello Brother…🍻🥂🍾 #Budget2023 #AdaniEnterprises #iPhone #Advocate #leadership https://t.co/4PDCfJPdbk,,,,,
#Budget2023 #Modi Govt could not surpass #DrManmohanSingh Govt even in their last #Budget2023 so far Income Tax benefits are concerned. #DrManmohanSingh is still better for incomes upto Rs12L. Think before vote.,,,,,
"The effect of "" New Tax Regime "" and "" Investment in adani groups "" is going to affect LIC badly 
#Budget2023 #AdaniEnterprises #AdaniGroup #AdaniFPO #LIC",,,,,
"I seriously don't understand the purpose of #newtaxregime ? There's no push towards investing, insurance or taking house loans to run economy. The only use of it i see is to make #OldTaxRegime appear lucrative... #Budget2023",,,,,
"PM has given a vision for a lifestyle for the environment. India is moving forward firmly for the 'panchamrat' - the net zero carbon emission by 2070

This budget builds on our focus on green growth

#AmritKaalBudget #Budget2023 https://t.co/9yGfrM0GyK",,,,,
"#Budget2023 To encourage indigenous production of LGD (Lab-Grown Diamonds) seeds &amp; machines and to reduce import dependency, a research &amp; development grant will be provided to one of the IITs for five years: Finance Minister @nsitharaman
#AmritKaalBudget #UnionBudget2023 https://t.co/EQ5gcfb4BK",,,,,
The Union Budget 2023 consists of the capital expenditure for the financial year 2022 and 2023. For this year the union budget has been increased by 35.4 percent to Rs 7.5 lakh crore. #trans #MAFS #BudgetSession #Budget2023 #thursdaymorning #anishantonio,,,,,
"The best comment about the budget and the FM came today from a fellow stock market professional friend - bhai market crash na karwaya, kaafi hai! (Bro, she didn't crash the market, isn't that enough?) 
#Budget2023 #UnionBudget2023",,,,,
"🙏🙏🌺🌿🌺🌿 Let's make IT happen.🙏 @SadhguruJV
Sadhguru 🙏🙏🙏
#SadhguruQuotes
#Budget2023
@ishafoundation https://t.co/Ud6RUuVDZ8",,,,,
"Irony is Income ₹ 7,00,000 Tax Zero
Income ₹ 7,00,005 Tax 26,000
Request FM @nsitharaman to give marginal relief on tax and incorporate before finalising Bill #Budget2023",,,,,
"Its high time we stop slow poisoning our Mother Earth.
PM PRANAM (PM Prog for Restoration, Awareness, Nourishment and Amelioration of Mother Earth) using natural farming, green hydrogen, solar, wind..
The energy transition has begun.
#Mumbai |1/2/23
#AmritKaalBudget #Budget2023 https://t.co/uV43tqC0k5",,,,,
"#Budget2023
In the next three years the center will recruit 38,800 teachers and support staff for the 740 Eklavya Model Residential Schools serving 3.5 Lakh tribal students: Finance Minister @nsitharaman
#AmritKaalBudget #UnionBudget2023 https://t.co/xQY1oHaxAf",,,,,
"#YuvaShakti is one of the top priorities of Union government in #Budget2023.

#AmritKaalBudget further strengthens the skilling, innovation and entrepreneurship ecosystem and paves the way for realising the dreams of the ‘Amrit Peedhi.’ https://t.co/E2Fbr7up4k",,,,,
"Have you ever experience this?

#reels #réel #instagood #insta #trending #viral #featured #explore #budget2023 #reelsvideo #reelinstagram #instalike #like #hashtag https://t.co/jGpxzb6vmp",,,,,
"Where does the money go?
#Budget2023
Loan Interest Payment - 20%
State Share of Taxes - 18%
Union Govt Schemes - 17%
FC &amp; other transfer - 9%
Union Sponsored Schemes - 9%
Defence - 8%
Subsidies - 7%
Pension - 4%
Others - 8% 
#incometax https://t.co/ejnHVKbu3w",,,,,
Detailed explanations on how India’s are getting fooled under new tax regime #Budget2023 https://t.co/t6hqWhyqBS,,,,,
"In the #Budget2023, we have kept the objective of creating a multipurpose Primary Agricultural Credit Societies (PACS) in every panchayat, says Home and Cooperation Minister @AmitShah 

@HMOIndia
@MinOfCooperatn https://t.co/mreNlfCMfi",,,,,
"Where does the money come from? #Budget2023
Loan - 34%
GST - 17%
Income Tax - 15%
Corporate Tax - 15%
Union Excise Duties - 7%
Non - Tax Revenue - 6%
Customs - 4%
Non-Debit Capital - 2% #incometax https://t.co/7SAtwZjB2C",,,,,
"#Budget2023
#InsuranceSector
Why the Insurance stocks are going down??
As per the New Budget, income from Life Insurance Policy with Premium of over INR 5 Lakh rupees is going to taxable
@kuttrapali26 @kunalsaraogi @SandeepKrJainTS @vikassethi_SF @sumeetbagadia @AnilSinghvi_ https://t.co/BkOR9zBM1P",,,,,
"Nodoubt once people move out of these traditional savings dey will go towards market, which is already inflated. While reducing taxes seems a good short term gain, d future seems bleak. Specially a huge population is going to age after 20 years. 
#Budget2023",,,,,
#AmritKaalBudget empowers the middle class. #Budget2023 https://t.co/qytBdz2b2c,,,,,
"A much-needed initiative to boost tree-based agriculture. Supporting farmers to shift to tree-based agriculture will improve farmers' incomes, the health &amp; wellbeing of the people, and the nation's soil, water and ecology. -Sg
#Budget2023 #SaveSoil #TreeBasedAgriculture https://t.co/ONKn9HNrJn",,,,,
"#NewsAlert | SBI Life: The APE product mix is well diversified

-Budget announcement impact insignificant (From Agencies) 

#SBILife #Budget2023 @SBILifeCares https://t.co/4kMExZ1hZH",,,,,
If Budget Is Not Good For U - watch This . #Budget2023 #Budget #BudgetSession #BudgetSession2023 #budget2023memes #Budgetmemes #akmishra https://t.co/7dPZV3mrjP https://t.co/KToytREnCG,,,,,
"Another amzong infographics on budget from @bsindia highlighting #Budget2023 focus on Green Economy, Fiscal Prudence, Infra etc. Just how great newsprint media is becomes especially clear during moments of #Budget https://t.co/jrwg5UVPQO",,,,,
"An opportunity for farmers of Bharat to showcase to the world the immense economic, ecological &amp; nutritional value of #millets. With industry &amp; market support, millet cultivation can transform farming into a healthy &amp; wealthy proposition. -Sg #Budget2023 #ShreeAnna https://t.co/ztkbsnxpi2",,,,,
"🙏🙏🌻☘️🌻☘️ Let's make IT happen.🙏
Sadhguru 🙏🙏🙏
#SadhguruQuotes
#Budget2023
#SaveSoil 
@SadhguruJV 
@ishafoundation https://t.co/Pe3QqM4Who",,,,,
After reading #Budget2023 https://t.co/zX0bQkIKNA,,,,,
Discussion on Budget and view point before FM presentation . #Budget2023 #अमृतकाल #वित्तमंत्री @narendramodi #Congress #kisan #Budget https://t.co/oG3foiznlc,,,,,
"Let's welcome the futuristic budget of our country!! APML is standing still on the same stage to suit your pocket. 
 
#BudgetFriendly #Budget2023 #UnionBudget #agarwalpackersandmovers #packersandmovers #Relocation #logistics #APML https://t.co/0o4fQ0QZPR",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
#Adipurush
Big Breaking Srk Saying He Is A Pornstar https://t.co/9MqakpAmCo https://t.co/zXvQnrHFtF",,,,,
"The #UnionBudget2023 has set the standards of fiscal prudence maintained by @nsitharaman. Our @FinMinIndia has managed to deliver the balanced Union Budget. Here is a decoded version of the fine print of the Budget by our team at @AKM_Global.
 https://t.co/JBr7hpdbIa
#Budget2023 https://t.co/7cgVsdeWrF",,,,,
If Budget Is Not Good For U - watch This . #Budget2023 #Budget #BudgetSession #BudgetSession2023 #budget2023memes #Budgetmemes #akmishra https://t.co/7dPZV3mZ9n https://t.co/KyBGvR8G6c,,,,,
"While most of us were/are expecting increase in 80C exemption for salaried employees in future … 

The recent budget indicates that they might remove 80C &amp; other tax exemptions completely in the future 

#Budget2023 #Tax",,,,,
"KIIFB, the #IronMan suit, has lost its magic #KeralaBudget #Budget2023

https://t.co/9s4IrkpfxT",,,,,
"The recently announced Union Budget 2023-24 might prove to be a crucial turning point to the real estate and infrastructure industry

The Finance Minister has announced several measures that are likely to have a positive bearing on the sector 

#Budget2023 #UnionBudget2023 https://t.co/RSSBJYK6ji",,,,,
"Beautiful Flower 
#ขอโทษบิวจักรพันธ์ #Thalapathy67 #ليلة_صوت_الارض #MAFS #BOCtreat15actorsbetter #Thalapathy67Update #TheLastOfUs #スシローを救いたい #SheikhRasheed #モニタリング #kookv #LUCAS #UkraineWar #Peshawarunderattack #Budget2023 https://t.co/mOgPuGmCXE",,,,,
"#Budget2023 : #World admires #IndianEconomy as a 
‘ #BrightStar', economic growth highest among major economies: said #FinanceMinister 
https://t.co/EIIgLOGpER
2 nd February 2023
via NaMo App https://t.co/2DtBRgvOcf",,,,,
"While presenting #Budget2023 FM @nsitharaman said “Lab-grown Diamonds is a technology &amp; innovation-driven emerging sector with high employment potential”

@iitmadras sets out to make India self-sustainable in LGD sector. How? Read: https://t.co/Fw5z4OpOc5

@DoC_GoI @FGCTweets",,,,,
